city,state,skill,experience,demand_index,cost_of_living,wage
Hyderabad,Telangana,Mason,4,0.74,10796,994.92
Chennai,Tamil Nadu,Carpenter,9,0.88,10558,1563.16
Hyderabad,Telangana,Painter,2,0.51,10464,992.78
Bangalore,Karnataka,Painter,8,1.4,11326,1262.52
Delhi,Delhi,Mason,8,0.96,16271,1577.42
Bangalore,Karnataka,Mason,12,0.62,8565,1458.3
Hyderabad,Telangana,Carpenter,7,0.62,10264,1128.28
Hyderabad,Telangana,Carpenter,13,0.7,17981,1517.62
Hyderabad,Telangana,Painter,4,0.57,10594,1113.38
Chennai,Tamil Nadu,Electrician,11,0.95,17907,1521.64
Chennai,Tamil Nadu,Electrician,10,0.77,9951,1512.52
Hyderabad,Telangana,Mason,9,0.79,10385,1370.2
Bangalore,Karnataka,Electrician,15,0.97,16723,1728.96
Bangalore,Karnataka,Mason,7,1.49,14036,1563.22
Chennai,Tamil Nadu,Mason,14,0.55,19117,1636.84
Bangalore,Karnataka,Mason,8,0.97,18517,1314.84
Bangalore,Karnataka,Carpenter,10,0.58,15905,1428.1
Pune,Maharashtra,Mason,7,1.39,15574,1460.98
Bangalore,Karnataka,Electrician,14,1.37,18850,1906.5
Chennai,Tamil Nadu,Painter,9,0.97,9458,1175.66
Pune,Maharashtra,Carpenter,14,0.73,17898,1980.46
Pune,Maharashtra,Carpenter,6,1.42,17119,1463.38
Bangalore,Karnataka,Carpenter,2,1.49,17926,1054.02
Bangalore,Karnataka,Painter,9,1.06,16757,1610.14
Chennai,Tamil Nadu,Electrician,10,1.32,12307,1418.14
Pune,Maharashtra,Carpenter,15,1.0,19606,1800.12
Pune,Maharashtra,Painter,14,0.85,18264,1995.78
Delhi,Delhi,Electrician,4,0.81,9885,981.2
Delhi,Delhi,Carpenter,2,0.8,17969,993.38
Chennai,Tamil Nadu,Electrician,4,1.38,19600,1460.0
Hyderabad,Telangana,Carpenter,10,1.24,11533,1420.66
Delhi,Delhi,Carpenter,13,1.47,12687,1712.24
Hyderabad,Telangana,Carpenter,8,0.87,17523,1573.96
Bangalore,Karnataka,Painter,15,0.54,14184,1560.68
Hyderabad,Telangana,Painter,13,0.58,8795,1483.9
Delhi,Delhi,Mason,2,0.94,9952,788.04
Delhi,Delhi,Mason,7,0.73,12193,1206.36
Pune,Maharashtra,Electrician,15,1.5,18402,2196.04
Pune,Maharashtra,Carpenter,7,0.63,14272,1383.94
Delhi,Delhi,Carpenter,4,0.73,14950,1027.5
Pune,Maharashtra,Mason,6,0.63,8008,1076.66
Chennai,Tamil Nadu,Carpenter,2,0.88,14992,1175.84
Bangalore,Karnataka,Electrician,11,0.8,8227,1556.54
Chennai,Tamil Nadu,Painter,3,1.46,11407,1166.14
Delhi,Delhi,Painter,4,0.78,11310,1257.2
Chennai,Tamil Nadu,Mason,3,1.12,11263,1061.26
Hyderabad,Telangana,Electrician,10,1.29,17364,1546.78
Hyderabad,Telangana,Carpenter,11,0.78,16883,1681.66
Hyderabad,Telangana,Electrician,12,0.92,18922,1555.44
Pune,Maharashtra,Mason,9,1.27,9984,1480.18
Hyderabad,Telangana,Carpenter,4,0.63,9457,999.64
Delhi,Delhi,Carpenter,11,0.92,10751,1355.02
Delhi,Delhi,Electrician,3,1.3,19249,1101.98
Delhi,Delhi,Carpenter,11,1.03,14257,1767.64
Chennai,Tamil Nadu,Mason,4,1.49,16264,1496.78
Bangalore,Karnataka,Painter,8,0.54,18142,1536.84
Pune,Maharashtra,Painter,8,1.48,19297,1573.94
Bangalore,Karnataka,Painter,6,0.88,8552,1097.04
Pune,Maharashtra,Electrician,11,0.52,13082,1615.64
Bangalore,Karnataka,Painter,11,1.31,9052,1499.54
Hyderabad,Telangana,Carpenter,12,0.75,9118,1445.86
Pune,Maharashtra,Mason,5,1.14,11525,1117.5
Pune,Maharashtra,Painter,11,0.84,12007,1532.14
Bangalore,Karnataka,Carpenter,4,1.09,16902,1065.54
Chennai,Tamil Nadu,Carpenter,3,0.83,16099,1210.48
Bangalore,Karnataka,Painter,15,0.65,8654,1773.58
Bangalore,Karnataka,Painter,2,0.54,16553,967.06
Pune,Maharashtra,Mason,15,0.56,16759,1906.18
Hyderabad,Telangana,Mason,15,0.89,17650,1901.5
Delhi,Delhi,Carpenter,10,1.18,14693,1578.86
Delhi,Delhi,Carpenter,6,1.35,12514,1199.78
Delhi,Delhi,Carpenter,4,1.32,14866,1359.32
Chennai,Tamil Nadu,Mason,14,1.07,12286,1903.22
Pune,Maharashtra,Painter,6,0.62,19144,1308.88
Hyderabad,Telangana,Carpenter,1,1.08,9151,923.02
Chennai,Tamil Nadu,Mason,2,1.24,12516,1080.32
Pune,Maharashtra,Electrician,6,0.81,15368,1385.86
Bangalore,Karnataka,Electrician,9,1.44,13861,1665.22
Bangalore,Karnataka,Electrician,5,1.38,18954,1402.08
Chennai,Tamil Nadu,Painter,8,0.69,11004,1143.58
Hyderabad,Telangana,Electrician,15,0.61,12016,1641.82
Pune,Maharashtra,Mason,15,1.06,16254,1698.08
Delhi,Delhi,Painter,4,0.86,14130,1025.6
Bangalore,Karnataka,Carpenter,1,1.49,9659,924.68
Chennai,Tamil Nadu,Mason,13,0.57,8246,1502.42
Pune,Maharashtra,Mason,3,0.7,13591,916.82
Delhi,Delhi,Painter,15,1.26,11436,2000.72
Chennai,Tamil Nadu,Carpenter,9,0.83,17731,1395.12
Bangalore,Karnataka,Mason,4,0.78,18957,1296.14
Hyderabad,Telangana,Electrician,12,0.7,10741,1448.82
Pune,Maharashtra,Mason,7,1.44,12706,1244.12
Delhi,Delhi,Mason,4,1.18,9568,1185.36
Chennai,Tamil Nadu,Electrician,9,1.29,15576,1422.02
Pune,Maharashtra,Electrician,14,0.93,12347,1733.44
Bangalore,Karnataka,Carpenter,2,0.58,18435,1027.7
Hyderabad,Telangana,Painter,3,0.94,14531,1072.62
Pune,Maharashtra,Carpenter,12,0.58,19587,1710.74
Pune,Maharashtra,Carpenter,2,0.54,8287,1018.74
Delhi,Delhi,Carpenter,9,1.2,15045,1647.9
Bangalore,Karnataka,Electrician,8,1.15,10300,1395.5
Bangalore,Karnataka,Carpenter,5,1.21,9505,1314.6
Pune,Maharashtra,Carpenter,1,1.28,17282,1092.64
Pune,Maharashtra,Carpenter,4,0.79,19780,1311.1
Bangalore,Karnataka,Electrician,4,1.16,11763,1351.26
Delhi,Delhi,Painter,4,1.34,9751,1322.02
Pune,Maharashtra,Electrician,2,1.33,14241,1032.32
Chennai,Tamil Nadu,Mason,14,1.44,10908,1845.16
Pune,Maharashtra,Carpenter,7,1.16,13418,1398.36
Pune,Maharashtra,Electrician,12,0.97,13241,1523.32
Delhi,Delhi,Painter,14,0.72,15784,1881.68
Hyderabad,Telangana,Painter,2,0.8,13146,1179.92
Bangalore,Karnataka,Carpenter,2,0.59,10509,1008.68
Bangalore,Karnataka,Electrician,1,1.28,12067,1176.34
Hyderabad,Telangana,Electrician,10,1.43,13372,1627.94
Hyderabad,Telangana,Painter,1,0.95,13446,982.42
Chennai,Tamil Nadu,Electrician,10,0.82,12556,1323.12
Hyderabad,Telangana,Mason,2,0.63,15639,1048.28
Chennai,Tamil Nadu,Carpenter,7,1.29,11637,1338.24
Bangalore,Karnataka,Electrician,13,0.75,17892,1902.34
Hyderabad,Telangana,Carpenter,4,1.46,16622,1292.44
Pune,Maharashtra,Electrician,14,0.61,10810,1678.7
Hyderabad,Telangana,Painter,7,1.34,8494,1177.88
Pune,Maharashtra,Electrician,4,0.98,17231,1109.62
Delhi,Delhi,Electrician,10,1.16,10305,1308.1
Chennai,Tamil Nadu,Mason,11,0.9,10965,1445.3
Hyderabad,Telangana,Mason,13,1.15,9495,1845.4
Pune,Maharashtra,Carpenter,3,1.28,13131,988.62
Hyderabad,Telangana,Painter,9,1.42,18132,1539.64
Chennai,Tamil Nadu,Painter,5,0.73,14396,1120.42
Delhi,Delhi,Painter,7,1.24,15323,1236.46
Pune,Maharashtra,Carpenter,7,0.66,16017,1329.34
Bangalore,Karnataka,Mason,1,1.3,11446,1000.92
Hyderabad,Telangana,Carpenter,10,0.73,8744,1464.38
Hyderabad,Telangana,Mason,7,1.29,14112,1246.74
Delhi,Delhi,Mason,15,1.24,16622,2058.44
Chennai,Tamil Nadu,Carpenter,10,0.92,8205,1407.1
Bangalore,Karnataka,Painter,6,0.91,10985,1125.2
Hyderabad,Telangana,Mason,10,0.58,13230,1385.6
Hyderabad,Telangana,Carpenter,2,1.05,18861,1135.72
Chennai,Tamil Nadu,Painter,6,0.61,8064,1069.78
Delhi,Delhi,Mason,2,1.44,9002,928.04
Delhi,Delhi,Mason,9,0.61,11794,1372.38
Bangalore,Karnataka,Electrician,13,1.46,18958,1776.16
Hyderabad,Telangana,Mason,2,1.14,18462,1048.24
Pune,Maharashtra,Carpenter,10,0.89,12081,1332.12
Chennai,Tamil Nadu,Electrician,6,0.66,15846,1312.92
Chennai,Tamil Nadu,Painter,15,1.11,11092,1832.34
Hyderabad,Telangana,Mason,6,1.03,15643,1179.36
Pune,Maharashtra,Painter,15,1.18,13794,2014.88
Delhi,Delhi,Electrician,14,1.49,19614,2201.78
Delhi,Delhi,Electrician,2,0.95,12201,948.52
Hyderabad,Telangana,Painter,9,0.51,17142,1368.34
Pune,Maharashtra,Carpenter,3,0.65,18519,1174.88
Delhi,Delhi,Carpenter,7,1.43,18608,1513.66
Bangalore,Karnataka,Mason,13,0.5,16729,1767.58
Bangalore,Karnataka,Mason,5,1.08,18079,1461.58
Delhi,Delhi,Mason,15,0.98,13248,1711.96
Pune,Maharashtra,Electrician,10,0.94,17973,1539.46
Bangalore,Karnataka,Electrician,7,1.06,10320,1256.4
Bangalore,Karnataka,Carpenter,7,0.62,18844,1537.88
Bangalore,Karnataka,Carpenter,11,1.26,19466,1817.32
Bangalore,Karnataka,Carpenter,10,0.64,15829,1346.58
Hyderabad,Telangana,Mason,10,0.94,13111,1677.22
Delhi,Delhi,Mason,6,0.66,18028,1314.56
Bangalore,Karnataka,Painter,7,1.04,19221,1319.42
Pune,Maharashtra,Mason,12,0.56,16857,1580.14
Delhi,Delhi,Carpenter,5,1.06,19833,1382.66
Pune,Maharashtra,Painter,9,0.78,13883,1527.66
Hyderabad,Telangana,Painter,15,1.36,15251,1904.02
Pune,Maharashtra,Painter,4,1.46,19942,1250.84
Hyderabad,Telangana,Electrician,5,0.65,17168,1095.86
Chennai,Tamil Nadu,Painter,2,0.89,8944,1095.38
Bangalore,Karnataka,Painter,3,1.26,16217,1159.34
Delhi,Delhi,Carpenter,7,0.82,16890,1467.8
Pune,Maharashtra,Painter,12,1.08,15107,1664.14
Hyderabad,Telangana,Carpenter,12,1.13,13576,1535.02
Chennai,Tamil Nadu,Electrician,10,1.17,9897,1350.44
Pune,Maharashtra,Electrician,8,0.86,17839,1257.78
Delhi,Delhi,Electrician,5,0.66,9620,1073.4
Delhi,Delhi,Carpenter,9,0.77,18977,1589.04
Hyderabad,Telangana,Carpenter,3,1.14,18564,1345.28
Chennai,Tamil Nadu,Painter,4,1.36,14083,1299.66
Chennai,Tamil Nadu,Painter,7,1.42,19020,1626.4
Delhi,Delhi,Electrician,3,1.02,18081,1174.62
Hyderabad,Telangana,Electrician,14,1.21,9321,1568.92
Hyderabad,Telangana,Carpenter,6,0.82,10572,1339.44
Chennai,Tamil Nadu,Mason,7,1.24,8081,1396.62
Delhi,Delhi,Mason,12,1.45,18220,1689.9
Chennai,Tamil Nadu,Electrician,9,0.51,19571,1504.92
Delhi,Delhi,Carpenter,13,0.98,15719,1784.38
Bangalore,Karnataka,Mason,1,0.8,16780,935.6
Hyderabad,Telangana,Electrician,11,1.39,16334,1866.18
Pune,Maharashtra,Electrician,6,1.21,17245,1375.4
Hyderabad,Telangana,Mason,12,0.92,12112,1644.24
Bangalore,Karnataka,Electrician,8,1.44,13412,1702.24
Chennai,Tamil Nadu,Painter,3,1.48,15342,1086.84
Bangalore,Karnataka,Electrician,7,0.73,12857,1079.64
Pune,Maharashtra,Carpenter,13,0.9,11407,1796.14
Chennai,Tamil Nadu,Electrician,3,0.55,13607,868.64
Delhi,Delhi,Painter,7,1.21,13302,1498.54
Bangalore,Karnataka,Electrician,11,0.59,16781,1726.12
Hyderabad,Telangana,Electrician,14,0.82,17161,1735.22
Bangalore,Karnataka,Electrician,5,1.12,8038,1036.76
Hyderabad,Telangana,Carpenter,9,0.66,15528,1281.56
Hyderabad,Telangana,Carpenter,6,0.58,17763,1451.26
Bangalore,Karnataka,Painter,9,0.95,16298,1415.46
Pune,Maharashtra,Painter,5,1.01,14333,1118.16
Chennai,Tamil Nadu,Mason,10,1.31,9996,1655.42
Delhi,Delhi,Painter,9,1.21,8825,1250.0
Pune,Maharashtra,Painter,11,1.19,18981,1762.12
Pune,Maharashtra,Carpenter,1,0.68,13025,989.5
Hyderabad,Telangana,Mason,3,0.52,16040,1075.8
Delhi,Delhi,Electrician,14,1.34,15472,2030.44
Bangalore,Karnataka,Electrician,1,0.77,19408,1221.66
Bangalore,Karnataka,Electrician,10,0.69,14454,1467.58
Pune,Maharashtra,Mason,2,0.54,12852,1006.04
Bangalore,Karnataka,Painter,6,1.27,11264,1440.78
Chennai,Tamil Nadu,Electrician,8,1.35,17789,1582.28
Hyderabad,Telangana,Mason,1,1.36,18207,1166.14
Chennai,Tamil Nadu,Painter,9,0.86,15483,1537.66
Pune,Maharashtra,Carpenter,10,0.66,16181,1479.62
Chennai,Tamil Nadu,Mason,8,0.97,18845,1653.4
Delhi,Delhi,Electrician,11,0.82,13358,1403.16
Hyderabad,Telangana,Electrician,13,1.14,10243,1499.86
Delhi,Delhi,Electrician,10,1.08,13583,1661.66
Hyderabad,Telangana,Mason,7,0.9,15580,1326.6
Bangalore,Karnataka,Mason,13,0.54,18080,1627.6
Hyderabad,Telangana,Mason,1,0.65,13168,744.86
Chennai,Tamil Nadu,Painter,5,0.72,14546,1123.92
Chennai,Tamil Nadu,Carpenter,4,0.93,16341,1165.32
Hyderabad,Telangana,Painter,14,0.71,19570,1782.9
Chennai,Tamil Nadu,Carpenter,10,0.83,18754,1540.58
Hyderabad,Telangana,Painter,4,1.46,18854,1539.08
Delhi,Delhi,Electrician,3,0.55,8961,740.72
Delhi,Delhi,Electrician,4,1.48,9811,1171.22
Chennai,Tamil Nadu,Electrician,4,1.13,9007,1268.64
Bangalore,Karnataka,Carpenter,3,0.95,14846,1152.42
Hyderabad,Telangana,Electrician,6,1.3,17443,1491.86
Hyderabad,Telangana,Electrician,9,0.95,9239,1279.28
Pune,Maharashtra,Mason,13,1.42,19970,2076.4
Chennai,Tamil Nadu,Mason,13,1.39,10693,1544.36
Pune,Maharashtra,Mason,11,0.7,14799,1517.98
Delhi,Delhi,Painter,1,1.12,11301,966.02
Pune,Maharashtra,Painter,4,0.84,14551,1068.02
Bangalore,Karnataka,Electrician,12,0.99,18971,1587.92
Chennai,Tamil Nadu,Mason,15,0.83,10529,1560.08
Hyderabad,Telangana,Mason,8,1.07,14635,1282.2
Delhi,Delhi,Carpenter,6,0.74,18715,1355.3
Delhi,Delhi,Carpenter,6,0.59,8349,927.48
Hyderabad,Telangana,Carpenter,6,0.53,14671,1225.92
Chennai,Tamil Nadu,Carpenter,6,1.45,13290,1547.3
Delhi,Delhi,Carpenter,13,1.0,16090,1827.8
Hyderabad,Telangana,Carpenter,15,1.43,12745,1864.4
Hyderabad,Telangana,Electrician,6,1.02,9521,1049.42
Pune,Maharashtra,Painter,1,1.41,12123,1037.96
Chennai,Tamil Nadu,Painter,4,1.42,17078,1521.56
Delhi,Delhi,Carpenter,2,1.16,10792,905.84
Hyderabad,Telangana,Painter,1,1.23,17149,1133.48
Delhi,Delhi,Electrician,2,0.5,16369,1136.38
Chennai,Tamil Nadu,Painter,6,1.02,14843,1202.86
Bangalore,Karnataka,Carpenter,12,0.61,13460,1416.7
Pune,Maharashtra,Electrician,4,1.28,11503,1321.06
Hyderabad,Telangana,Painter,3,0.57,12007,799.64
Hyderabad,Telangana,Mason,7,0.65,17649,1175.48
Chennai,Tamil Nadu,Carpenter,8,1.32,14550,1655.0
Delhi,Delhi,Electrician,9,0.61,16306,1252.62
Delhi,Delhi,Electrician,15,1.33,14924,1741.98
Pune,Maharashtra,Painter,7,0.92,13815,1513.3
Hyderabad,Telangana,Carpenter,10,1.28,8174,1388.48
Chennai,Tamil Nadu,Mason,13,0.92,13445,1771.9
Bangalore,Karnataka,Electrician,15,1.39,12273,1836.96
Chennai,Tamil Nadu,Painter,8,1.03,9127,1188.04
Bangalore,Karnataka,Painter,8,1.07,19485,1471.2
Bangalore,Karnataka,Carpenter,11,0.61,19213,1779.76
Pune,Maharashtra,Painter,4,1.45,10208,1090.66
Delhi,Delhi,Painter,10,0.88,12099,1280.98
Chennai,Tamil Nadu,Mason,15,0.86,10788,1890.76
Hyderabad,Telangana,Carpenter,14,1.27,13783,1835.16
Pune,Maharashtra,Carpenter,8,0.62,9573,1161.46
Delhi,Delhi,Mason,2,0.64,14390,1026.8
Pune,Maharashtra,Mason,9,0.89,17065,1336.8
Hyderabad,Telangana,Painter,9,1.15,11957,1328.64
Delhi,Delhi,Painter,12,1.28,9449,1749.98
Hyderabad,Telangana,Carpenter,7,0.89,13417,1148.84
Hyderabad,Telangana,Mason,7,1.18,8517,1145.34
Delhi,Delhi,Electrician,1,0.59,19345,977.4
Chennai,Tamil Nadu,Electrician,14,0.9,9149,1548.98
Bangalore,Karnataka,Carpenter,1,1.08,15005,973.1
Bangalore,Karnataka,Electrician,14,1.18,17845,1827.9
Hyderabad,Telangana,Electrician,13,0.64,14001,1690.02
Chennai,Tamil Nadu,Electrician,11,0.62,16121,1623.42
Chennai,Tamil Nadu,Mason,5,1.36,16465,1487.3
Bangalore,Karnataka,Electrician,5,1.18,12037,1227.74
Pune,Maharashtra,Painter,10,0.8,17421,1519.42
Hyderabad,Telangana,Carpenter,5,1.12,10543,1285.86
Chennai,Tamil Nadu,Mason,1,0.71,15795,1120.4
Pune,Maharashtra,Electrician,15,1.11,9874,1782.98
Pune,Maharashtra,Mason,12,1.31,17867,1991.84
Chennai,Tamil Nadu,Carpenter,12,1.34,19239,1919.78
Bangalore,Karnataka,Carpenter,3,0.95,8121,890.92
Bangalore,Karnataka,Carpenter,6,0.98,11059,1218.18
Delhi,Delhi,Electrician,13,0.52,15535,1505.7
Bangalore,Karnataka,Mason,4,0.83,19580,1240.1
Hyderabad,Telangana,Electrician,14,1.28,18025,1782.5
Delhi,Delhi,Mason,11,0.88,13455,1651.1
Hyderabad,Telangana,Painter,11,1.36,17640,1720.8
Hyderabad,Telangana,Carpenter,4,1.48,19571,1490.42
Pune,Maharashtra,Painter,12,0.82,18963,1699.26
Delhi,Delhi,Painter,3,1.13,16297,1374.44
Delhi,Delhi,Electrician,3,1.07,11652,1021.54
Delhi,Delhi,Carpenter,3,0.96,9367,1090.34
Pune,Maharashtra,Carpenter,14,0.65,11421,1701.92
Chennai,Tamil Nadu,Painter,15,0.62,11920,1779.4
Pune,Maharashtra,Painter,3,1.13,17687,1224.24
Hyderabad,Telangana,Electrician,5,0.9,17441,1272.82
Pune,Maharashtra,Painter,12,0.93,13662,1487.74
Hyderabad,Telangana,Painter,9,0.66,12119,1396.38
Hyderabad,Telangana,Carpenter,4,1.49,10200,1306.5
Bangalore,Karnataka,Mason,11,1.41,17665,1585.8
Delhi,Delhi,Electrician,11,0.93,8618,1567.86
Chennai,Tamil Nadu,Carpenter,7,0.72,10242,1356.84
Hyderabad,Telangana,Mason,9,0.54,13132,1278.64
Pune,Maharashtra,Painter,8,1.48,11100,1576.0
Hyderabad,Telangana,Painter,9,1.21,9074,1346.98
Chennai,Tamil Nadu,Electrician,2,1.15,14507,1038.64
Chennai,Tamil Nadu,Electrician,5,1.28,8723,1005.46
Pune,Maharashtra,Mason,6,0.99,18430,1214.1
Hyderabad,Telangana,Painter,4,0.56,8179,1132.58
Delhi,Delhi,Electrician,15,1.42,19704,2150.08
Pune,Maharashtra,Carpenter,1,0.59,9814,784.78
Chennai,Tamil Nadu,Electrician,14,1.34,17376,1956.52
Bangalore,Karnataka,Carpenter,3,1.12,14565,1171.3
Hyderabad,Telangana,Painter,5,1.28,15403,1526.06
Hyderabad,Telangana,Electrician,3,0.55,13161,1002.72
Hyderabad,Telangana,Painter,5,0.51,11238,1142.26
Chennai,Tamil Nadu,Painter,10,1.16,8680,1590.6
Hyderabad,Telangana,Painter,12,1.35,19880,1779.1
Bangalore,Karnataka,Painter,6,0.99,18804,1321.58
Hyderabad,Telangana,Carpenter,7,1.29,16966,1624.82
Pune,Maharashtra,Carpenter,13,0.52,10281,1669.62
Delhi,Delhi,Painter,10,1.0,13555,1582.1
Bangalore,Karnataka,Electrician,9,0.82,19685,1490.7
Pune,Maharashtra,Carpenter,1,0.64,16792,1059.84
Chennai,Tamil Nadu,Electrician,9,0.61,10620,1198.9
Delhi,Delhi,Mason,12,0.87,10082,1463.14
Hyderabad,Telangana,Mason,9,1.47,12995,1474.4
Chennai,Tamil Nadu,Mason,12,1.01,17736,1656.22
Chennai,Tamil Nadu,Painter,10,0.72,19818,1714.36
Chennai,Tamil Nadu,Mason,7,0.72,8262,1128.24
Pune,Maharashtra,Mason,8,1.16,17309,1475.18
Chennai,Tamil Nadu,Painter,5,0.69,9798,880.46
Hyderabad,Telangana,Mason,5,0.95,18411,1429.72
Chennai,Tamil Nadu,Painter,14,0.9,9577,1616.54
Bangalore,Karnataka,Electrician,12,0.66,17501,1438.02
Delhi,Delhi,Painter,14,0.85,13705,1530.6
Hyderabad,Telangana,Painter,3,1.49,16516,1230.82
Chennai,Tamil Nadu,Mason,3,0.65,8694,942.38
Pune,Maharashtra,Electrician,14,0.57,15792,1847.34
Chennai,Tamil Nadu,Painter,3,0.59,12925,1161.0
Delhi,Delhi,Painter,12,1.02,18020,1830.4
Hyderabad,Telangana,Painter,7,1.15,13947,1359.44
Hyderabad,Telangana,Carpenter,9,0.79,17240,1383.3
Hyderabad,Telangana,Electrician,13,0.53,17369,1577.88
Hyderabad,Telangana,Mason,3,0.76,16117,1088.34
Chennai,Tamil Nadu,Electrician,1,1.48,9937,896.74
Bangalore,Karnataka,Electrician,12,1.04,14931,1781.62
Pune,Maharashtra,Mason,2,0.96,19824,1290.48
Chennai,Tamil Nadu,Electrician,2,1.09,9279,879.08
Pune,Maharashtra,Electrician,4,1.21,8739,1036.28
Delhi,Delhi,Mason,9,0.59,14362,1373.74
Pune,Maharashtra,Electrician,13,1.47,16152,1784.54
Hyderabad,Telangana,Mason,8,0.54,16526,1157.52
Bangalore,Karnataka,Mason,11,1.34,11872,1694.44
Pune,Maharashtra,Carpenter,14,0.72,17334,1611.68
Bangalore,Karnataka,Mason,11,1.04,12669,1525.38
Chennai,Tamil Nadu,Electrician,14,1.0,9751,1744.02
Pune,Maharashtra,Carpenter,13,0.71,13242,1804.34
Bangalore,Karnataka,Electrician,15,0.7,19156,1963.12
Hyderabad,Telangana,Mason,9,1.36,19584,1807.68
Delhi,Delhi,Carpenter,4,0.8,15298,1314.96
Chennai,Tamil Nadu,Painter,4,0.73,10377,942.04
Pune,Maharashtra,Painter,6,1.33,11380,1222.1
Pune,Maharashtra,Carpenter,2,1.26,16120,1070.4
Pune,Maharashtra,Carpenter,3,1.04,10377,1050.54
Bangalore,Karnataka,Carpenter,11,1.36,19679,1705.58
Chennai,Tamil Nadu,Mason,5,1.49,15173,1279.96
Bangalore,Karnataka,Electrician,9,1.37,19921,1762.92
Delhi,Delhi,Electrician,12,1.48,19534,1734.68
Bangalore,Karnataka,Painter,2,0.62,15549,1018.98
Bangalore,Karnataka,Carpenter,1,0.87,11733,731.16
Chennai,Tamil Nadu,Carpenter,3,1.2,13076,1189.52
Delhi,Delhi,Mason,15,1.14,8381,1861.62
Chennai,Tamil Nadu,Electrician,2,0.79,15667,1080.84
Bangalore,Karnataka,Electrician,8,1.45,13235,1630.2
Bangalore,Karnataka,Painter,1,0.8,17965,1142.3
Pune,Maharashtra,Carpenter,6,1.15,8812,1326.74
Chennai,Tamil Nadu,Electrician,15,0.51,15465,1799.8
Pune,Maharashtra,Mason,14,1.34,16799,1838.98
Pune,Maharashtra,Carpenter,1,1.4,9914,809.28
Chennai,Tamil Nadu,Carpenter,11,1.12,12830,1555.6
Chennai,Tamil Nadu,Carpenter,14,1.05,19382,1947.14
Pune,Maharashtra,Carpenter,6,1.46,17713,1400.26
Bangalore,Karnataka,Carpenter,10,1.14,15718,1742.36
Chennai,Tamil Nadu,Mason,15,0.8,18812,1825.24
Hyderabad,Telangana,Electrician,14,1.49,12985,1732.2
Hyderabad,Telangana,Electrician,10,0.97,15754,1595.58
Delhi,Delhi,Mason,3,1.02,18750,1097.0
Hyderabad,Telangana,Electrician,8,1.0,15300,1350.0
Pune,Maharashtra,Electrician,13,0.69,11625,1708.0
Pune,Maharashtra,Electrician,4,0.55,14886,1013.22
Hyderabad,Telangana,Mason,13,1.41,14768,1943.86
Delhi,Delhi,Mason,6,0.91,14200,1331.5
Bangalore,Karnataka,Carpenter,11,1.12,13478,1689.56
Delhi,Delhi,Electrician,10,1.11,18734,1725.18
Bangalore,Karnataka,Painter,7,1.16,18219,1477.38
Bangalore,Karnataka,Electrician,6,0.52,15751,1196.02
Delhi,Delhi,Carpenter,13,0.57,15421,1705.92
Pune,Maharashtra,Painter,7,1.22,13769,1200.38
Pune,Maharashtra,Carpenter,15,0.83,10572,1534.94
Bangalore,Karnataka,Carpenter,10,0.8,12585,1394.7
Hyderabad,Telangana,Carpenter,8,0.81,14074,1281.98
Chennai,Tamil Nadu,Carpenter,2,1.13,8800,1128.5
Bangalore,Karnataka,Electrician,13,0.97,8551,1742.52
Chennai,Tamil Nadu,Electrician,5,1.32,13351,1114.02
Delhi,Delhi,Mason,6,0.6,16260,1298.2
Chennai,Tamil Nadu,Carpenter,11,1.21,14006,1548.62
Chennai,Tamil Nadu,Electrician,5,1.44,13811,1402.22
Chennai,Tamil Nadu,Electrician,5,1.32,11425,1094.5
Hyderabad,Telangana,Painter,11,1.43,10478,1462.06
Hyderabad,Telangana,Carpenter,1,1.08,14067,1035.34
Chennai,Tamil Nadu,Mason,8,0.75,12775,1195.0
Hyderabad,Telangana,Carpenter,11,0.55,19982,1618.14
Bangalore,Karnataka,Mason,5,1.5,19784,1331.68
Bangalore,Karnataka,Electrician,4,0.51,15818,980.86
Chennai,Tamil Nadu,Mason,3,0.77,19340,1302.3
Delhi,Delhi,Electrician,9,0.97,8174,1187.98
Chennai,Tamil Nadu,Carpenter,2,1.28,8634,1107.68
Bangalore,Karnataka,Painter,13,0.92,10598,1428.96
Chennai,Tamil Nadu,Painter,14,1.42,19777,2079.54
Bangalore,Karnataka,Mason,11,1.29,11220,1456.9
Chennai,Tamil Nadu,Mason,10,1.01,13607,1609.64
Hyderabad,Telangana,Mason,11,0.76,19787,1589.74
Delhi,Delhi,Carpenter,8,0.76,15138,1385.76
Delhi,Delhi,Mason,4,0.77,18374,1268.98
Pune,Maharashtra,Painter,1,0.72,8648,898.96
Delhi,Delhi,Electrician,5,0.87,13151,1332.52
Bangalore,Karnataka,Mason,1,0.69,14773,804.96
Bangalore,Karnataka,Electrician,12,1.13,9945,1476.4
Bangalore,Karnataka,Electrician,10,1.4,11657,1527.14
Hyderabad,Telangana,Carpenter,14,0.65,12917,1844.84
Pune,Maharashtra,Electrician,3,0.66,16822,939.44
Bangalore,Karnataka,Carpenter,11,0.59,17629,1623.08
Delhi,Delhi,Mason,1,1.01,8212,705.74
Bangalore,Karnataka,Mason,4,1.26,11550,1304.0
Delhi,Delhi,Painter,1,1.12,16664,1090.28
Chennai,Tamil Nadu,Painter,9,0.67,16367,1432.84
Delhi,Delhi,Mason,5,0.82,19828,1320.56
